mode,thinking,concurrency,aggregate_tps,completed_requests,request_count,errors,capacity_limited_flag,effective_concurrency,max_running_reqs,ttft_p50_ms,itl_p50_ms,latency_p50_ms,user_tps_p50,accept_length,accept_rate,engine_steps_per_second,context_tokens,max_tokens,temperature,ignore_eos,reasoning_effort,disable_thinking
mtp,none,4,732.7295286767611,20,20,0,False,3.8,4,270.96913999957906,5.089582195991773,5534.836245000406,196.48013921428213,2.95,0.65,248.38289107686816,8192,1024,0.0,True,,True
mtp,none,8,1286.2719967520131,40,40,0,False,7.3,8,252.30796200048644,5.852360914468412,6292.332418001024,170.87121158522322,2.9565217391304346,0.6521739130434783,435.06258713671036,8192,1024,0.0,True,,True
mtp,none,16,2173.353415989393,80,80,0,False,15.2,16,308.90736050059786,7.04014583675483,7561.420924999766,142.04256530170449,2.875,0.625,755.9490142571801,8192,1024,0.0,True,,True
mtp,none,32,3458.327631267723,160,160,0,False,30.6,35,627.5909510004567,8.441592752687772,9078.626937502122,118.46124134998843,3.0,0.6666666666666666,1152.775877089241,8192,1024,0.0,True,,True
mtp,none,64,4776.168572640825,320,320,0,True,62.3,64,1362.9039554998599,11.895328241447064,13798.192864000157,84.06661672479808,2.888942539835828,0.6296475132786093,1653.2584178404059,8192,1024,0.0,True,,True
mtp,xhigh,1,186.8642232832057,5,5,0,False,0.9,1,156.51109000100405,5.145429595307454,5420.92939199938,194.34723213625998,2.65,0.55,70.51480123894555,8192,1024,0.0,True,xhigh,False
mtp,xhigh,2,350.92795835989034,10,10,0,False,1.9,2,172.2053115008748,5.486642428153846,5782.375381002566,182.2655250607255,2.378787878787879,0.4595959595959596,147.5238551067055,8192,1024,0.0,True,xhigh,False
mtp,xhigh,4,688.4837168131609,20,20,0,False,3.6,4,175.30040599922359,5.435498122189221,5729.099517000577,183.9757791399698,2.7758620689655173,0.5919540229885057,248.02518990784677,8192,1024,0.0,True,xhigh,False
mtp,xhigh,8,1227.7916658668162,40,40,0,False,7.6,8,251.74792000143498,6.147657922286903,6554.972503499812,162.6635724777894,2.5742574257425743,0.5247524752475248,476.9498394328786,8192,1024,0.0,True,xhigh,False
mtp,xhigh,16,1997.7988424529087,80,80,0,False,14.7,16,339.01538900136075,7.10987101172956,7743.543256499834,140.65078398656334,2.4343434343434343,0.4781144781144781,820.6725535387468,8192,1024,0.0,True,xhigh,False
mtp,xhigh,32,3270.55507733096,160,160,0,False,30.4,34,438.71948000196426,9.138301282992218,10015.677219498684,109.42955294336406,2.5057471264367814,0.5019157088122606,1305.2215216871264,8192,1024,0.0,True,xhigh,False
mtp,xhigh,64,4503.477527940272,320,320,0,True,59.7,64,1684.7505405003176,11.680251348975139,13630.32797049891,85.61459597803346,2.3230769230769233,0.441025641025641,1938.5830418285937,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,1,108.02686804850417,5,5,0,False,1.0,1,77.99368200358003,9.185921374398541,9475.191248013289,108.86224247325175,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,2,211.6086584730124,10,10,0,False,2.0,2,143.8327134892461,9.29032085093106,9644.696356997883,107.63891860873213,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,4,416.5842558641841,20,20,0,False,3.9,4,143.90275299956556,9.439387197949879,9800.352260004729,105.93908047529695,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,8,796.0040933283188,40,40,0,False,7.8,8,213.87752449663822,9.820240782986337,10260.492813009478,101.83049704163159,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,16,1447.8030778735306,80,80,0,False,15.6,16,276.4941905043088,10.796343532749583,11295.656800502911,92.62395152309612,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,32,2520.009086014263,160,160,0,False,30.8,32,293.7837209974532,12.36071195259522,12937.540658502257,80.9014888333464,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,64,3912.1371590612835,320,320,0,False,62.3,64,300.0229070021305,16.015239370472624,16687.614202492114,62.44052785397406,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-fp8-autoregressive,xhigh,128,5494.404960484674,640,640,0,False,124.5,128,386.1724495072849,22.82669613293631,23736.51540299761,43.808354664082245,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,1,107.41583412075992,5,5,0,False,1.0,1,87.76588000182528,9.192521924725146,9491.71580899565,108.78407559848162,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,2,211.43018747835924,10,10,0,False,1.9,2,152.9220014999737,9.272058332845727,9635.901006004133,107.85092420610994,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,4,414.4493853982426,20,20,0,False,4,4,214.38572699844372,9.400713217505828,9831.832034993568,106.37490761412735,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,8,780.6450288991107,40,40,0,False,7.9,8,338.1712985064951,9.8757656725238,10443.233344994951,101.25797160050425,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,16,1357.0374448457612,80,80,0,False,15.4,16,620.6262554915156,11.173034606062258,12060.69421050779,89.50119956292585,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,32,2188.3478905684747,160,160,0,False,30.5,32,1240.1085905003129,13.386271978978089,14938.84457150125,74.70339774738221,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,64,2934.870335099881,320,320,0,False,59.1,64,2236.619947500003,19.61244843890218,22286.12176849856,50.98802442333297,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
huginn-nvfp4-autoregressive,xhigh,128,3607.3553303871195,640,640,0,False,117.2,128,4497.0536709952285,31.004215219937585,36246.46588250471,32.253678827423,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
autoregressive,low,128,5058.066106689288,640,640,0,False,125.3,128,4221.096858505916,21.13428826930252,25877.011258497078,47.31647393364627,0.0,0.0,0.0,8192,1024,0.0,True,low,False
autoregressive,medium,128,5055.9517670694995,640,640,0,False,126.1,128,4276.379458497104,21.131564366561168,25869.001969993406,47.32257312622189,0.0,0.0,0.0,8192,1024,0.0,True,medium,False
autoregressive,none,128,5098.007362044645,640,640,0,False,125.8,128,4263.9581024996005,20.9300951392991,25662.272383495292,47.778091474626265,0.0,0.0,0.0,8192,1024,0.0,True,,True
autoregressive,xhigh,128,5054.215188752074,640,640,0,False,124.0,128,4266.281652497128,21.106658542524137,25883.970822505944,47.37841368833526,0.0,0.0,0.0,8192,1024,0.0,True,xhigh,False
dflash1-community,low,128,3699.0042379878546,640,640,0,True,117.9,127,1967.0325270053581,30.2895081231727,33865.55053600023,33.01473222786482,2.1704545454545454,0.39015151515151514,1704.2532614813153,8192,1024,0.0,True,low,False
dflash1-community,medium,128,3854.362451285401,640,640,0,True,118.1,127,1815.4459599900292,29.031741111430343,32148.556694002764,34.44505777876453,1.7625,0.25416666666666665,2186.8723127860435,8192,1024,0.0,True,medium,False
dflash1-community,none,128,3688.4603426002377,640,640,0,True,117.7,127,1684.7819925023941,30.242680580152552,33060.02435999835,33.06585199516327,1.5,0.16666666666666666,2458.973561733492,8192,1024,0.0,True,,True
dflash1-community,xhigh,128,3531.9652548446643,640,640,0,True,117.7,128,1564.3052114974125,32.127947821114844,34523.21651550301,31.125548558834964,1.3872679045092837,0.1290893015030946,2545.986426532387,8192,1024,0.0,True,xhigh,False
dflash2,low,128,4804.848706194472,640,640,0,True,82.4,89,4147.327618004056,16.674088759523954,21798.082879002322,59.97329235944051,4.725,0.5321428571428571,1016.8991970781951,8192,1024,0.0,True,low,False
dflash2,medium,128,4918.383295452108,640,640,0,True,83.3,89,4113.130774007004,16.494236577717636,20443.113481502223,60.62723762457996,2.9440476190476192,0.27772108843537413,1670.6194776303155,8192,1024,0.0,True,medium,False
dflash2,none,128,4916.550858005435,640,640,0,True,83.9,89,5600.021181999182,15.83460657868454,23065.044624498114,63.19384146100916,3.6,0.37142857142857144,1365.7085716681763,8192,1024,0.0,True,,True
dflash2,xhigh,128,4215.212633979741,640,640,0,True,82.7,89,4666.674575499201,19.200620257565596,25386.774806000176,52.08165083173779,3.225,0.31785714285714284,1307.0426772030205,8192,1024,0.0,True,xhigh,False
dspark,low,128,3263.484783857742,640,640,0,True,83.8,90,4170.290143003513,25.106766626089122,30290.44070400414,39.829899839178466,2.25,0.17857142857142858,1450.4376817145521,8192,1024,0.0,True,low,False
dspark,medium,128,3113.500325270858,640,640,0,True,84.9,90,10671.91731150524,25.08960344476546,38986.96061800001,39.85714649594383,1.775,0.11071428571428571,1754.084690293441,8192,1024,0.0,True,medium,False
dspark,none,128,2862.675368249027,640,640,0,True,85.5,90,4300.524778998806,29.148092200392224,34249.315007000405,34.30756267425778,2.0954545454545452,0.1564935064935065,1366.135750574373,8192,1024,0.0,True,,True
dspark,xhigh,128,2708.077328803083,640,640,0,True,84.3,90,5132.017971001915,30.888573220434946,36923.13925849885,32.374431569426385,1.6938775510204083,0.09912536443148688,1598.7444471247118,8192,1024,0.0,True,xhigh,False
mtp,low,128,6348.846097190364,640,640,0,False,123.1,128,2117.1022675043787,17.529672816227794,20654.354205500567,57.046130346093015,2.6470703125,0.5490234375,2398.4425601427483,8192,1024,0.0,True,low,False
mtp,medium,128,6151.600927122042,640,640,0,False,122.4,128,4028.9317530041444,16.811504799604986,21201.42270201177,59.48307494902417,2.812163839470418,0.604054613156806,2187.497343071057,8192,1024,0.0,True,medium,False
mtp,none,128,6241.026352173423,640,640,0,False,120.4,128,4155.634055990959,16.35084502395383,20873.87784900784,61.15891869670736,2.9952702702702703,0.6650900900900901,2083.6271150951197,8192,1024,0.0,True,,True
mtp,xhigh,128,5658.079954644903,640,640,0,True,125.3,128,3108.47123550775,19.413322061094302,22912.44620749785,51.51101892158596,2.365985576923077,0.45532852564102566,2391.4262241628444,8192,1024,0.0,True,xhigh,False
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,1,91.85881055102956,5,5,0,False,1,1,53.76932599756401,10.827598378304012,11130.184173998714,92.35658407904816,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,2,154.51072642446147,10,10,0,False,2,2,85.7752409974637,12.84627197556061,13229.835367001215,77.84359572701038,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,4,208.52575374779315,20,20,0,False,4,4,890.4920590030088,18.268004302053214,19582.038628999726,54.74051699712986,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,8,220.07081582251516,40,40,0,False,8,8,9351.883538001857,27.078579733139428,37048.27681799725,36.92955870944223,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,16,196.66261775342974,80,80,0,False,16,16,33445.53893000193,48.35957903177127,82923.76528150271,20.678426488018722,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,32,161.1878630022317,160,160,0,False,32,32,117234.43603299893,80.62746572287374,199745.24931249834,12.40272146762156,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,64,225.70130487130777,320,320,0,False,64,64,129614.0361655016,147.66742793450916,280660.95549200324,6.771974117707385,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini1,checkpoint-default,128,153.59329570238071,640,640,0,False,128,128,511180.844606497,290.4124575444779,808223.5946795044,3.443378457161657,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,1,136.90230034758272,5,5,0,False,1,1,63.28088999725878,7.246684399803277,7476.639030996012,137.99414253877907,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,2,190.54580021709478,10,10,0,False,2,2,111.72731500118971,10.235485101664572,10609.634237509454,97.70197527360108,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,4,204.39844692579481,20,20,0,False,4,4,151.4169084985042,18.70213519257333,19624.813422000443,53.47000905776932,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,8,217.4149213505962,40,40,0,False,8,8,1290.7383619967732,33.53382450489211,37317.42835849582,29.820954879690127,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,16,203.11630508433984,80,80,0,False,16,16,4074.81883699802,68.15255000146186,76630.51511600497,14.673158102817727,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,32,159.8027102284859,160,160,0,False,32,32,6738.334655005019,173.81975001368946,193545.47738000838,5.753104633683307,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,64,121.44473874818718,320,320,0,False,64,64,10210.626165993745,442.8775912052846,496102.8211919984,2.257963268979805,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini1,checkpoint-default,128,240.09781429444666,640,640,0,False,128,128,1498.2310340055847,356.8044166740013,375150.87440049683,2.802655955907229,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,1,91.5134431250455,5,5,0,False,1,1,53.56383800972253,10.878856575763114,11182.86301101034,91.9214251089484,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,2,153.91274677207235,10,10,0,False,2,2,86.1670829981449,12.85607883186234,13241.842299503332,77.7842151631481,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,4,208.59603248274746,20,20,0,False,4,4,890.2451590038254,18.295646463343584,19607.99576199497,54.65781174031812,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,8,220.08039197538776,40,40,0,False,8,8,9377.707904001,27.07202681867446,37066.645368002355,36.93849770739915,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,16,197.73677425055573,80,80,0,False,16,16,32775.37725549337,48.40688216617481,82291.49326099287,20.65821956000086,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,32,161.69591793165358,160,160,0,False,32,32,117761.36646499799,80.600303420828,200211.62209750037,12.406901184740024,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,64,224.56470418501726,320,320,0,False,64,64,128942.22370650095,147.45428663490446,279782.4767849961,6.781762828476262,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-ar-gemini2,checkpoint-default,128,152.0433007775977,640,640,0,False,128,128,517404.7803360081,291.94893600586556,816056.929610997,3.425256531778998,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,1,133.30941398278677,5,5,0,False,1,1,63.25547900632955,7.422584159335464,7656.559074006509,134.72396924490096,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,2,187.08052382007244,10,10,0,False,2,2,113.15579800429987,10.385164725807877,10736.759245999565,96.29129550981595,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,4,197.91881704793155,20,20,0,False,4,4,151.29365350003354,19.58056354496315,20277.92423100618,51.071063753651195,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,8,212.59761609861806,40,40,0,False,8,8,1292.3072089979541,33.613692917888926,37818.378461503016,29.750795751971275,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,16,203.87311895887754,80,80,0,False,16,16,3030.86838049785,70.30729329569859,77225.61988750385,14.223383149020929,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,32,161.14575977652328,160,160,0,False,32,32,6836.48073450604,174.69897113587186,191871.98919199727,5.724142744671626,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,64,122.53783044262978,320,320,0,False,64,64,10358.669801003998,444.27253154741373,494362.96515449794,2.250871353738108,,,,8192,1024,0.0,True,,
benny-nvfp4-gguf-mtp2-gemini2,checkpoint-default,128,239.43180437918184,640,640,0,False,128,128,1455.973970994819,359.1946936065396,378349.3442544859,2.7840054930006923,,,,8192,1024,0.0,True,,
