mode,thinking,concurrency,aggregate_tps,completed_requests,request_count,errors,capacity_limited_flag,effective_concurrency,max_running_reqs,ttft_p50_ms,itl_p50_ms,latency_p50_ms,user_tps_p50,accept_length,accept_rate,engine_steps_per_second,context_tokens,max_tokens,temperature,ignore_eos,reasoning_effort,disable_thinking
dflash1-community,none,16,1341.3587861947303,80,80,0,False,15.2,16,263.04697550040146,11.437645575758038,12209.170660498785,87.43061674499353,1.547008547008547,0.18233618233618235,867.0661767115107,8192,1024,0.0,True,,True
dflash1-community,none,32,2204.981016166172,160,160,0,False,31.4,40,665.009360998738,13.847505707231628,14918.992517001243,72.21531921861549,1.625,0.20833333333333334,1356.9113945637982,8192,1024,0.0,True,,True
dflash1-community,none,64,2936.6847269601967,320,320,0,True,57.2,64,1378.615155499574,18.48509240615844,20391.59864499925,54.09764682679463,1.6434782608695653,0.2144927536231884,1786.8716592614953,8192,1024,0.0,True,,True
dflash1-community,xhigh,1,119.47806005544722,5,5,0,False,0.9,1,156.13952999774483,8.156341484847742,8499.560180996923,122.60398879298118,1.4,0.13333333333333333,85.3414714681766,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,2,221.55117841632278,10,10,0,False,2.0,2,248.1346165004652,8.754890545945292,9207.638036501521,114.22251144092836,1.45,0.15,152.79391614918814,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,4,413.2872069592214,20,20,0,False,3.8,4,262.2329804999026,9.287985085531993,9720.480011499603,107.66727560297137,1.25,0.08333333333333333,330.62976556737715,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,8,756.0791050899162,40,40,0,False,7.6,8,228.85762049918412,10.379708037634483,10830.391125500682,96.34397371802811,1.4182692307692308,0.13942307692307693,533.0998435888223,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,16,1263.1749152916652,80,80,0,False,15.2,16,333.40914899963536,11.930203570380877,12693.130694000502,83.82088145715281,1.4853801169590644,0.1617933723196881,850.4051595073809,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,32,2091.52608719732,160,160,0,False,30.4,32,323.88102050026646,14.337719048387754,15446.177487001478,69.74610095853808,1.3611111111111112,0.12037037037037036,1536.6314110021126,8192,1024,0.0,True,xhigh,False
dflash1-community,xhigh,64,2755.230981196293,320,320,0,True,56.0,63,1274.8283839991927,19.94277919892563,21335.2544115005,50.14346245490559,1.4972222222222222,0.16574074074074074,1840.2284846580067,8192,1024,0.0,True,xhigh,False
dflash2,low,1,265.75479573143923,5,5,0,False,0.9,1,151.92753299925243,3.5840941329416625,3818.497942000249,279.0105289950198,3.525,0.3607142857142857,75.39143141317425,8192,1024,0.0,True,low,False
dflash2,low,2,478.6801482040928,10,10,0,False,1.9,2,166.35279749880283,3.975715457477969,4233.404477999102,251.52705722911497,2.9625,0.28035714285714286,161.57979686214102,8192,1024,0.0,True,low,False
dflash2,low,4,892.9927315961262,20,20,0,False,3.7,4,213.08390800004418,4.260154079179279,4567.725844999586,234.73941750891683,3.5161290322580645,0.35944700460829493,253.97040990348543,8192,1024,0.0,True,low,False
dflash2,low,8,1423.5941694331607,40,40,0,False,7.0,8,224.8203184999511,5.022317030303822,5418.6540745004095,199.1183082467775,2.839080459770115,0.2627257799671593,501.42790583273273,8192,1024,0.0,True,low,False
dflash2,low,16,2467.7847624613228,80,80,0,False,14.8,16,253.78545500007021,5.993092951123471,6387.257280499398,166.85875031342903,3.049122807017544,0.29273182957393484,809.3425285402496,8192,1024,0.0,True,low,False
dflash2,low,32,3420.2317109688415,160,160,0,False,31.1,32,636.0194979997686,8.440483402248073,9407.260371999655,118.4766268136517,2.959697732997481,0.27995681899964014,1155.601692982664,8192,1024,0.0,True,low,False
dflash2,low,64,4606.066251521175,320,320,0,True,57.1,63,1390.009402501164,11.084584017106875,13028.119137999965,90.21538367788035,3.194642857142857,0.3135204081632653,1441.809447094387,8192,1024,0.0,True,low,False
dflash2,medium,1,252.30490489769196,5,5,0,False,0.8,1,152.2596960003284,3.77761666275765,4016.578949000177,264.7171720356619,4.05,0.4357142857142857,62.297507382146165,8192,1024,0.0,True,medium,False
dflash2,medium,2,530.1490553250352,10,10,0,False,1.8,2,166.73612849990604,3.2964518880745626,3538.43127250002,303.3578684148091,4.7875,0.5410714285714285,110.73609510705697,8192,1024,0.0,True,medium,False
dflash2,medium,4,959.4995838463764,20,20,0,False,3.6,4,201.67483000022912,3.694643957966616,3962.518773500051,270.6634917659511,4.258620689655173,0.46551724137931033,225.3075945874082,8192,1024,0.0,True,medium,False
dflash2,medium,8,1503.1623160169877,40,40,0,False,7.2,8,213.80256849988655,5.072728994135118,5411.093931000323,197.16196052023696,2.9602649006622515,0.2800378429517502,507.77966379992205,8192,1024,0.0,True,medium,False
dflash2,medium,16,2415.0148139395337,80,80,0,False,14.2,16,272.05949799918017,5.882243748778388,6607.601172500836,170.00315572290825,4.140625,0.4486607142857143,583.2488607250194,8192,1024,0.0,True,medium,False
dflash2,medium,32,3522.0813844434465,160,160,0,False,29.2,33,440.3906064990224,7.894814263930638,8431.158033000429,126.66955099406042,2.8440366972477062,0.2634338138925295,1238.409260981728,8192,1024,0.0,True,medium,False
dflash2,medium,64,4565.790313150689,320,320,0,True,58.5,63,1357.982286499464,12.581035708211136,14463.719913499517,79.48471203961728,3.463709677419355,0.3519585253456221,1318.1792755079987,8192,1024,0.0,True,medium,False
dflash2,none,1,242.985545027369,5,5,0,False,0.9,1,150.99194299909868,3.9308492668634463,4172.250743000404,254.39795120862846,3.4,0.34285714285714286,71.4663367727556,8192,1024,0.0,True,,True
dflash2,none,2,491.3843320801349,10,10,0,False,1.9,2,167.08144999938668,3.8419215146617822,4097.242406999612,260.31512036255833,3.85,0.40714285714285714,127.63229404678829,8192,1024,0.0,True,,True
dflash2,none,4,884.3294248959828,20,20,0,False,3.7,4,202.63887100009015,4.271057272238397,4590.297828000075,234.13406569627563,3.675,0.3821428571428571,240.63385711455317,8192,1024,0.0,True,,True
