gpu_cap_w,concurrency,replicates,throughput_tok_s_median,throughput_tok_s_min,throughput_tok_s_max,retained_vs_paired_1300_pct_median,retained_pct_min,retained_pct_max,retained_pct_p25,retained_pct_p75,measured_board_power_w_median,output_tok_per_board_joule_median
800,1,4,213.17700836665028,207.9255734237034,216.99039164905074,101.46904569878338,97.93694808438514,104.10947842905665,99.54293814336529,103.17223703317022,777.505,0.2799536724962268
1000,1,4,213.51123630341817,212.35937600693129,214.6694781241186,101.06597895520162,97.95517568759085,106.35588748183316,99.50780976768607,103.16892445747236,779.1225,0.2810576668292702
1100,1,4,208.06273219333124,201.79950767205474,212.40648127046973,98.47653281693627,96.96740179819656,101.0462668215397,96.97195953848808,100.2462568418504,778.87,0.2744273960085031
1300,1,4,211.25635032294554,201.84070972167544,216.8206900778679,100.0,100.0,100.00000000000001,100.0,100.0,778.76,0.27832151697781154
800,64,4,4500.814835416604,4427.67258649631,4530.283508192421,88.66169649635486,87.62366255327758,91.40808242609509,88.24774393859317,89.50273705078229,787.2375,6.246845357683913
1000,64,4,4788.488579836535,4722.262554147657,4995.592780508357,95.82352066659095,92.97901524902807,98.18520207460963,94.3299969785536,97.19633835224226,987.76,5.498844115022031
1100,64,4,4994.737242342453,4960.12924803507,5168.247959416897,99.47880688828909,96.5604470251467,103.73167769368905,97.48992672362328,101.80131478851926,1085.915,5.289819560095914
1300,64,4,5035.1260484616505,4956.1082433331085,5136.812640007074,100.0,100.0,100.0,100.0,100.0,1191.9675000000002,4.879837936875804
