run_id,topology,precision,task,width,height,frames,fps,requested_seconds,encoded_seconds,num_inference_steps,prompts,concurrency,successful_requests,failed_requests,benchmark_duration_s,latency_mean_s,latency_p50_s,latency_p90_s,throughput_outputs_s,outputs_per_hour,generated_frames_per_wall_s,generated_video_seconds_per_wall_second,real_time_factor,peak_hbm_mb,quality_status
fl2va-bf16-1x-vbench-c1,1x_GB300,BF16,T2VA,1344,768,124,24,5,5.166667,50,3,1,3,0,350.594524386,116.864659221,117.196242777,117.198367013,0.00855689348045,30.804864567,1.061056446,0.044210688,22.618964841,125268,pass
